,Unnamed: 0.1,label,tweet,emoji
364,364,1,   bye guys!!!! i'ma miss ya'll sooo sooo much! but don't worry i'll be back on monday!!! have an awesome weekend!!! peace!!!!,[]
365,365,1,   can i have some followers :' ( ... i'm so sad...    NOW THAT I'M LOSING HOPE -pressure,[]
366,366,1,   Couldn't bless'd da mic w/ my bra's in music 2day @ERiceOnTheBeat @moneybagzfam1st @circustk,[]
367,367,1,   CRY CRY CRY   ,[]
368,368,1,   F**kn day...,[]
369,369,1,   Goodnight   ,[]
370,370,1,   grandma is very sick. not doing well. going to the emergency room.,[]
371,371,0,   had a WONDERFUL day  G_D is GRRRRRRRRREAT!!!!!     ,[]
372,372,1,   I am going to shed tears if the Cavs have to go home tonight. Like seriously,[]
373,373,1,   i am soooo sad...at this point of night i'd be cuddling with jonathan like i did for 4 years,[]
374,374,1,   I hate you forever.,[]
375,375,0,   I have passed 70-542 exam today   ,[]
376,376,1,   i missed it,[]
377,377,1,   i still Feel like a Douchebag,[]
378,378,0,   I want to write a song. I think I will.,[]
379,379,0,- @serialseb Always thought time estimates should use 'value of Pi rule' (x 3.14). Only exception being 'Pi squared rule'. ,[]
380,380,0, @SirKenRobinson Creativity via Twitter http://bit.ly/HVTHS,[]
381,381,0,"- @SlashHudson you tease, i wanna hear the tracks!! ",[]
382,382,1, @sommacolada never answering my im's,[]
383,383,0, @soultravelers3 http://bit.ly/H9Nqe  15 TravelTips 4 student safety in roughplaces,[]
384,384,1, @squarespace it's now fathers day and you haven't picked me...yet. I kind of want to incessantly bother you...#squarespace,[]
385,385,0, @SRenaeNae... What is 'FML',[]
386,386,0, @sweetlilmzmia: &quot;Gotta LOVE Blip.fm - John Mayer Trio - CALIFORNIA DREAMIN' as heard on Conan 06/04/2009 ---... â« http://blip.fm/~7qdf0,[]
387,387,0, @Thatsrightnate ~ Just in case you need some help w that:  http://bit.ly/12nP1H,[]
388,388,0, @THEDIAMONDCOACH  Im sure he'd love that LOL,[]
389,389,0, @theenglishmuse on &quot;Karl Lagerfeld&quot; 's Twitter profile(s) lol!  Heart the first pic http://tinyurl.com/cbl6tm,[]
390,390,1, @TheIanCrawford is no longer in the Cab. To say I'm heartbroken is an understatement... good luck with everything! you're amazing ian.,[]
391,391,1, @va_songstress broke my twitter..,[]
392,392,1, @warbo is off clubbing... must come over to sheffield sometime &amp; party but really probably shouldn't atm. a tech conference is a conf etc,[]
393,393,0," @weselec My avatar can't figure out what you people are, either. http://tr.im/jj70",[]
394,394,1, @xxkirahxx is fulfilling my life's ambition 2 go 2 a Jonas Brothers concert + I went 2 HMV and the new album is already sold out! Why me?,[]
395,395,0," @yhf What happened to movies, anyway? It's like Hollywood forgot: in rough times, the public wants to see.. http://tr.im/mZ8l",[]
396,396,1, @zochula just yelled at me for picking apple store over food.,[]
397,397,0, @ZOEBOE: &quot;whoops credit is due to   &gt;&gt;&gt;rb@MusicIsMySunshine:  &quot; ? http://blip.fm/~7d4pk,[]
398,398,0, =&gt; How not to exit a Cessna 206 #skydiving http://bit.ly/16ZZJ7,[]
399,399,1, 1 of me cats kittens died only 3 days old too..RIP ming.,[]
400,400,1, 1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren't transfered yet. #sadpanda #fb,[]
401,401,0,"- 20 chicken mcnuggets, 2 double cheeseburgers, large fries, and a lemonade for dinner. Why you may ask? Because I hate my body. ",[]
402,402,1, 3 hrs on da phone...lol dude is hilarious,[]
403,403,0,- 400th tweet (!) breakfast: everything bagel toasted w/cream cheese with an iced cap... delish ,[]
404,404,1, 5 gb of video to upload to utube :O dam sony vegas making it so big ,[]
405,405,1, 50% of the new footwear labeling norm is definitions that are never referred to in the document. Who wrote this up?,[]
406,406,1, a big angry spider was crawling in my blankeys  i flicked it to the floor and cant sleep now,[]
407,407,0, A blessed sunday everyone!,[]
408,408,1,=- A couple years of sickness all piled up to this one day,[]
409,409,0, A dog riding the bicycle http://bit.ly/gvMzD,[]
410,410,1," a fly just landed in my green chile stew. i've never been big on killing bugs, but this asshole asked for it. There goes my appetite",[]
411,411,0, A problem shared is a buck passed,[]
412,412,1, A_ just got the same handshake in her meeting. Vibe here sucks,[]
413,413,0, à¸à¸¹à¹?à¸à¹à¸à¹ hitech,[]
414,414,1,  (Jonah:whats a tweet!?) SHARON!!!!!!!!!!!!,[]
415,415,1,  alice is beating be at my scooby doo board game!,[]
416,416,0,  am quite tired can't wait till wwe at burswood &lt;3,[]
417,417,1,  anyone have any advice on how to cope with a break up?,[]
418,418,1,"  arrrrrrrgggggggghhhhhhhh!!!!!!!!!!  that's it, all lines of communications are temporarily suspended! ",[]
419,419,0,"=-  awake, and ready for the day",[]
420,420,0,  Being NASTY in the studio with my woman!!!  Go SLEEPIES!!!,[]
421,421,1,  but i understand.,[]
422,422,1,  cars being inspected today gonna cost me over 600 dollars ,[]
423,423,1,  e is OUT!,[]
424,424,1,  everythings wrong.,[]
425,425,1,  Exercise 2 build muscle mass is only thing that speeds metabolism: http://tinyurl.com/bvagbj,[]
426,426,0,  feeling ok for the first time in a few days. thank you!,[]
427,427,0,"  found a new way to text him, yey!",[]
428,428,1,  friends dying is just horrible.,[]
429,429,0,  going for a paddle 2moz ,[]
430,430,0,  Good Nite.  I hope Grandma visits my dreams again tonight.  Last Night was uplifting...  I miss her.,[]
431,431,0,  Goodbassplayer... that is funny.... ;)  OilIPO.... I hope the people that will bring us good things are started early this week... ,[]
432,432,1,  He was the best there.,[]
433,433,1,  Hungover........ and craving chocolate! OMG how funny was the pub last night!! LOL,[]
434,434,1,  I dont want my sister to leave me for the whole summer!,[]
435,435,1,  i hope everyone is at church so i can just go to my concert in peace on wed.  dont have to worry about rushing back to church to visit,[]
436,436,1, - i just spilt the last of my jordans cereal on the floor iâm distraught http://tumblr.com/xxw2329lh,[]
437,437,1,  I miss my family and friends.,[]
438,438,1,  I see I missed the nectar sucking dirty talk ;),[]
439,439,1,  I want a freaking puppy now! A cute little black yorkshire terrier.,[]
440,440,1, - I want irissa back http://tumblr.com/xpn1wrj48,[]
441,441,1,  I'm glad diversity got through...but what about stavros!  ,[]
442,442,0,  I'm here to tell ya ... very yummy.  Decided to go on a hunt for blender drinks ... know any good ones?,[]
443,443,1,  I'm out of Nutella  ,[]
444,444,1,  is it rlly tht serious? I'm abt to go thru my fonebook...,[]
445,445,0,  is listenin to my new fav band more amor,[]
446,446,1,  it is on environmental studies and driving me mental,[]
447,447,1,  I've always seen bits &amp; pieces of Shottas. now I've seen the whole movie...it ends sooooo sad   I'm gonna cry.  ,[]
448,448,0,  Just another day in paradise. ;),[]
449,449,1,  Just found a bone in my chicken nugget    Not cool,[]
450,450,1," - Like I said, my back still fucking hurts and Iâm going to complain about it like no oneâs business.... http://tumblr.com/x6n25amd5",[]
451,451,0,  love you! &lt;333,[]
452,452,1,  my aunties dog is getting put down  hes my dogs brother aswell ,[]
453,453,1," - my head feels like its going to explode - mmm, what a horrendous image... the mess!",[]
454,454,1,  my head is killing meee,[]
455,455,1," - My name is Amy. Iï¿½m only three My eyes are swollen I cannot see, I must be stupid, I must be bad What... http://tumblr.com/xfj1uain0",[]
456,456,1," - my picture with Kris Karmada is gone forever, its not in my comments, on my mysapce or on my... http://tumblr.com/xzg1wy4jj",[]
457,457,1, Â«Confirmed: Missing Air France Flight 447 has Crashed in the AtlanticÂ»: http://bit.ly/BxdVL,[]
458,458,1, about 1/4 of my myspace comments are gone. cause someone hacked onto wills account. and kept abusing others so he had to delete it.,[]
459,459,1, about school....... it will all be over soon can't wait to celebrate            STRES till then,[]
460,460,0,- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text ,[]
461,461,0,=- about to swim,[]
462,462,1, abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk,[]
463,463,1, AFI are not at reading til sunday this sucks !!!!!!!!!,[]
464,464,1," after a crap night was looking forward to being cheered up, but no. Never mind.",[]
465,465,1, ah the postman didn't have my package. What am I goon to do for the rest of the day.....,[]
466,466,0, ahh school on monday!!!! not ready,[]
467,467,0," ahhh. Drizzy. Mr. Rogers, you are indeed the best.",[]
468,468,1," Airport Express doesn't rock enough to allow wireless scanning with the Canon pixma MX310, but otherwise it's wireless goodness.",[]
469,469,1," Alistair's friends are all in the kitchen and I'm in my pjs...I JUST WANT A CUP OF TEA, DAMMIT!",[]
470,470,1, all day.. no play.,[]
471,471,1, all dressed up and no bicyclist for Monday nite ride n Henderson KY http://bit.ly/10H4ne,[]
472,472,1, all I want is my ma in my arms  that's all I want is you in my arms,[]
473,473,1, all my friends are gone haley n katie @ camp Paris @ moms Landin n Ayonna @ aunts n moms im so bored,[]
474,474,1, all nighter. yeeeeeeeeeeeessshhhh what a nightmare up coming 2 weeks. cannot wait to graduate!,[]
475,475,0, All the small things...,[]
476,476,1," All those Non-Robsten posts are making me sad. I mean, I knew that, but to see it from others in words. So sad.",[]
477,477,1, allison didnt win. She should have.,[]
478,478,1, almost time to leave.,[]
479,479,1, already getting sleepy...I really want to get my psych quizzes done tonight...,[]
480,480,0,- always a nice thing to wake up to. yay. :p (gosh I'm such a typical lame overanalyzing teenager) lmao  / had a nice nap.,[]
481,481,0, am excited,[]
482,482,0, Am feelin very happy!? ,[]
483,483,0, Am I feeding the Pig'?,[]
484,484,1," am i losing my mind cause i wanna see my.TC on TV right now, this min? FU2 i want 2see CandyGirls!! not Daisy -dammit!! @iluvTerricka",[]
485,485,1, am sad to say i didn't get my results today somehow the school forgot to mail my results to me?? Typical. Ugh,[]
486,486,0,-- An alarm clock is a device for waking up people who do not have small children. --- ,[]
487,487,1, And how can you mend a broken heart?   â« http://blip.fm/~8k7kl,[]
488,488,1, and I think that's why I felt really sick and depressed in school today cuz of all the stress.. I'm glad I got that off my chest :/,[]
489,489,1, and i was just starting to get confident in myself! you have torn me down!,[]
490,490,0, anoron.reedcourty.operaunite.com/webserver/content/ home.sch alternatÃ­va ,[]
491,491,1, another 45 mins....,[]
492,492,1, another early day,[]
493,493,1, another father's day weekend I don't get to spend with my dad..,[]
494,494,0, Another Friday night of Rock Band,[]
495,495,1, anticipating a tough day ahead,[]
496,496,1, anyone know if Ghostbusters is region free on 360?? and where to get a US copy in Britain if it is,[]
497,497,0,  : D a million making a difference. I can't help but to believe. I came in believing &amp; I will leave believing GOD IS!,[]
498,498,1, - ?oVe&lt;33,[]
499,499,1,  6:30...what's wrong wit it?,[]
