,id,sentiment,tweet,label_a
598,598,NOT,@NiallOfficial I saw you delete that video you aint slick,0
599,599,NOT,"Chris came clutch this morning, had breakfast tacos and a @Guayaki drink ready for me when i got out of bed 💗💗",0
600,600,NOT,"so happy to be in Alb. just enjoying late night laughter, food &amp; smoke with my favorite people.. 💖",0
601,601,NOT,just finished watching #JusticeLeague and not for nothing THANK YOU THE MOVIE WAS GREATT FINALLYY A NEW DC MOVIE WE COULD BRAG ABOUTTT,0
602,602,NOT,Holy cow!  motorized tiki bar.. how sweet is that,0
603,603,NOT,Sweet hockey friends!,0
604,604,NOT,Have yet to converse with a Boston fan that has any idea what they’re talking about when discussing basketball this season.,0
605,605,NOT,HOCKEY 3-2 after 2periods for @VIUHockey over @UVicHockey,0
606,606,NOT,"I spent my night playing Xbox, singing Aaron Carter, and eating junk food with my favorite person in the whole world I am so happy so happy",0
607,607,NOT,"33 years ago, this month: My family arrives in America, having fled Iran. <br/>Tonight: My dad compares Chance the Rapper to Usher.",0
608,608,NOT,Why does Eriks bitmoji look like Michael Jackson in the thriller music video,0
609,609,NOT,Cyhi’s album is really good,0
610,610,NEG,"I just cried watching a video about recycling, in case anyone was wondering",1
611,611,NEG,@TwitterMoments @EAMaddenNFL @NFL Hope not cause the fucking madden game us trash,1
612,612,NOT,Haven't been to a high school football playoff game In a while.... so I'm at Knightdale vs South Central tonight 👀,0
613,613,NEG,"Apple deceives you by telling you the Touch ID is inaccessible by the government. If your print is stored on the device, they have access.",1
614,614,NOT,"Harvard 16, Iona 7 FINAL (NWPC Championship 1st Round)",0
615,615,NOT,@Suns beat the Los Angeles Lakers 122-113!  They improve to 6-11 on the season!  Go Suns!,0
616,616,NOT,I’m still not ready for basketball.,0
617,617,NOT,Wish i was at home taking a candle lit bath while playing classical Christmas music,0
618,618,NOT,#NowPlaying One Man by The Flint Cavaliers,0
619,619,NOT,"In this scene, the forest represents indigenous activism and the MC's antipathy is her grappling with being appropriately excluded.",0
620,620,NOT,Mashed potato is the best part of every meal,0
621,621,NOT,@JackBlack42 Yesssssssss!!!!!!!!!!! For Xbox too!!! We ALL love you!! 🤘🏼😍,0
622,622,NOT,A big thank you to @SHHS_SRC for hosting this @shsaasport 4A Girls Provincial Volleyball Championship!,0
623,623,NOT,Y’all wanna know how daring I am? My iPhone doesn’t have a screen protector. 🧙🏽‍♂️,0
624,624,NOT,listen i think ur really sweet n we can stop the total eclipse if we all come together we can make a difference,0
625,625,NOT,"that Oprah video is beautiful, a BLACK woman defeating the MANY odds",0
626,626,NOT,@JCapWFAN they literally are one of the highest scoring teams in the NHL people act like it's the Park Sim Hilbert days,0
627,627,NEG,Watched a video on Facebook about pork... that shit just turnt me off🤢🤮,1
628,628,NOT,@BlurFaster and also you but we have a lot to thank from ice skating as well,0
629,629,NOT,#NowPlaying Phil Keaggy/Wes King/Scott Dente - 53 Days in June #ClassicChristianRadio.com Apps in your App store!,0
630,630,NOT,@_SimplyG Considering one for my 12 yr old daughter. Is it better than the Wii?,0
631,631,NEG,Keina your death isn't over yet because rewatching the op video made me realize there are still some seiuuus unannounced,1
632,632,NEG,@BortlesFacts @Uber @Jaboowins Two worst uniforms in NFL history in one shot.,1
633,633,NOT,2017 Christmas Angel Elite Eight Championship Third Place Match: Chaeyoung vs. Seolhyun,0
634,634,NOT,"Gracious in victory, gracious in defeat. not a single football team i would rather serve than @ICWestFB. So. damn. proud.",0
635,635,NOT,"@Sustainable2050 @KenCaldeira @Google Perhaps they noticed. Screen shot next time, Ken.",0
636,636,NOT,@LaurenJauregui follow me please mama chicken #AllNight,0
637,637,NOT,Guys always say I’m looking like a snack but the reality is that I am looking FOR a snack.,0
638,638,NOT,Congrats to Bush Football on a great season! @BUSHHS_FOOTBALL @BHS_Broncos,0
639,639,NOT,@puppiesandanime say hello to mechanically separated chicken,0
640,640,NOT,#AWrinkleInTime I was just covered in chills &amp; teared up! This movie looks amazing! <br/><br/>@RWitherspoon @mindykaling<br/>@Oprah,0
641,641,NOT,so are we not beginning songs with snippets of speeches or movie dialogue any more,0
642,642,NOT,"Long, sweet texts. I love that.",0
643,643,NOT,my standards got too high after kpop sjdjdjd,0
644,644,NEG,why cant i watch a simple movie thats on tv with my family without a very graphic sex scene :/,1
645,645,NEG,Its oooooover for d rose man. Been over since the 2nd knee dunno why the cavs wasted the time and money on him #over,1
646,646,NEG,It better stop snowing or these roads better get better by morning bc I've got shitty tires and I do not want to take my kids out at 5am 😑,1
647,647,NOT,Testing Android oreo on my oneplus 2,0
648,648,NOT,@PlayerEssence @gamespot Just gotta wait for the inevitable Digital Foundry video,0
649,649,NEG,i drink every time i see guy fieri put his nasty ass fingers in a bowl of spices or on unfinished food dishes,1
650,650,NOT,"Work done, dinner cooked. Relaxing day.",0
651,651,NEG,@peterkay_co_uk So wtf didnt Peter advertise they were on amazon tickets too late now!! What a complete fuck up,1
652,652,NOT,watching The Devil Is a Part-Timer!,0
653,653,NOT,i want breakfast,0
654,654,NOT,@amsacramone That album is still a guilty pleasure. Pop perfection.,0
655,655,NOT,"Food for thought<br/>""Sales are contingent upon the attitude of the salesman, not the attitude of the prospect""<br/>~ William Clement Stone",0
656,656,NOT,Trying to remember the last time Drake men's and women's basketball won on the same night. #Bulldogs,0
657,657,NEG,"@98_nickss Huh, why JKR?? wtf is wrong with google? 😂😂",1
658,658,NOT,@JaimeRayNewman You're fantastic in it Jaime.  I really liked the bonding scene between Sarah and Frank.,0
659,659,NEG,"@MexTheSwindler Ah gotcha, just your bad taste in cinema 😆",1
660,660,NEG,@deacon_seth @BatmanNewsCom Seriously I hope Wan tells them to fuck off if they try to get him to cut the movie.,1
661,661,NOT,2 consecutive hockey assists from Jokić that led to 6 points,0
662,662,NOT,I love myself. 🖤,0
663,663,NEG,Can’t sleep cause thinking of all ways to lose weight before Holliday’s lmfaooooo @ my life,1
664,664,NOT,@briana_elisaa ugh ur too sweet 🤧💞,0
665,665,NOT,Help me settle a debate with @go_wright. What's more important in college football?,0
666,666,NEG,Holy god I wanna die,1
667,667,NEG,Well I may have just lost the entire Sunday cause apparently family dinner ._.,1
668,668,NOT,Funny and sweet guys are the best! :D,0
669,669,NOT,Like seeing a team like @LehiFootball win a championship. Great stories throughout. Great community support. Very well-deserved.,0
670,670,NOT,"ez platinum boarder, ez 2 wards, ez graves championship skin, ez chromas",0
671,671,NOT,@souljajud @quikonthedraw pretty sure you still do this on Xbox live,0
672,672,NOT,"She didn't say "" and not fat"" 😏",0
673,673,NOT,"HS Football Playoffs FINAL:<br/><br/>6A DI Bi-District<br/><br/>Edinburg Vela 34, Brownsville Hanna 32<br/><br/>Next: Vela vs Eagle Pass in Area round<br/><br/>#RGV #txhsfb",0
674,674,NOT,Xbox one slim 150,0
675,675,NOT,it's 2017 and i will still nominate froot (2015) for album of the year,0
676,676,NOT,I wanna play strip basketball too lol,0
677,677,NEG,I’m a female but i don’t understand how these bitches work 🤨,1
678,678,NOT,Football scoreless end of first quarter vs Hempfield in District Semis,0
679,679,NOT,I refuse to believe in a chicken wing shortage when all other chicken parts are in surplus.,0
680,680,NOT,@CurlyJ86 @GodzStr8Shooter @NFL @cj_wentz Lol is he still responding to you?,0
681,681,NEG,"@TREDICl nah pixel 1, lost my pixel 2 somewhere :(",1
682,682,NEG,Lakers fucked up <br/>over all with the trade and draft,1
683,683,NEG,"Yes, I know it should be ""its"" ... iPhone autocorrect + my eyes = ruined editing credibility",1
684,684,NEG,I don’t beef. I won’t argue. I simply will ignore your existence,1
685,685,NOT,@Xbox @MelissaBenoist the old looking minecrft will never be toped,0
686,686,NOT,Brewer is pumped after the steal and slam. #Lakers trail 99-94 w/ 8:03 left in the game.,0
687,687,NOT,@jagsbethany You haven't made me breakfast yet how would I know,0
688,688,NOT,I should know better than to talk any smack about the Spurs...especially with this Thunder team,0
689,689,NEG,Omg I missed rosy loud ass so much 😭😭😭😭😭,1
690,690,NEG,@SauzzeFeX I hate you. Come back to Xbox.,1
691,691,NEG,the refs for the Thunder Spurs game are trash,1
692,692,NOT,@plsmonstax @GOT7Official @igot7selcaday YOU- I WILL STEAL YOUR LUNCH MONEY DONT WORRY,0
693,693,NOT,Lmaooo Lakers &amp; Suns have a scuffle every damn time Lmao,0
694,694,NOT,#NowPlaying Young Dolph - While U Here on @SouthernXRadio - Download and rate the FREE app for apple and android!,0
695,695,NEG,iPhone X screen should be able to read your thumbprint.... this is annoying asf @Apple,1
696,696,NOT,What's the best Foxy Shazam album,0
697,697,NOT,@unclouded_ HAPPY BIRTHDAY LYDIA !!! have an amazing day sweet heart you deserve it i️ love you so much 💛💛,0
698,698,NOT,"@DariaButGay Every movie that's not Spinal Tap, Babe, or RoboCop.",0
699,699,NOT,a dehydrated meat snack company is making “my therapist” promoted tweets,0
700,700,NOT,"Let's not forget that ""OBJoey-"" scammed 3 close ""homies"" then fled the cod scene for half a year...",0
701,701,NOT,I was finna go to sleep but the lakers on,0
702,702,NOT,@Zeebrungis i rather play wii games XDDD cause sony is best lmao we got free internet,0
703,703,NOT,Ain't nothing like home sweet home. 😌,0
704,704,NEG,"the hospital is trying to kill me giving me pasta, hot chocolate, a roll and ice cream for dinner 😫",1
705,705,NOT,if Highschool basketball had a shot clock it’d go by so much faster,0
706,706,NOT,@shawnaconradme Not a problem. I hope this gumbo is good. Should be. No more cooking topics.,0
707,707,NOT,I like to think of myself as “The Blind Woman’s Ryan Gosling.”,0
708,708,NOT,"@justafriendo quick, someone post the video",0
709,709,NOT,30 tonight from Kuzma! Kid continues to keep playing red hot basketball.  Brandon Ingram with 17 but Lakers fall to Phoenix 122-113.,0
710,710,NOT,Chris Smith to GG for 2. Bruins up 12.,0
711,711,NOT,@bidibidibambamm @TheFunRun Naw I’m with iPhone tbh,0
712,712,NOT,"Get Your Post Notifications On, I'm Dropping a Banger Video Tomorrow!",0
713,713,NOT,@Unicorn_Slipper I'm gonna crush sleeping pills in my guests food and get on the road,0
714,714,NOT,Morrissey’s whole band is wearing berets tn at the Hollywood bowl &amp; he’s sounding as good as ever. so much love for him ALWAYS @officialmoz,0
715,715,NOT,@AgentMarshall Just learned the Winter Olympics is in January.,0
716,716,NEG,I hate the poisonous fog/most scene😫 #CatchingFire,1
717,717,NOT,"@NHL united states has the best neighbors in the world.   Thanks,  Canada",0
718,718,NOT,@phanta5magoria Yeah. Man Of Steel also had so much weight cause we never really moved passed the Donner films.,0
719,719,NOT,The bill for skin debridement w/comorbidity in South Carolina averaged 13.9 iPhone 7 Pluses #trumpcare #republicare,0
720,720,NOT,im naming my son airon amd my daughter airwrecka,0
721,721,NOT,@dixieordie @Google Many Jews don't accept Ivanka as one of them because blood stuff...,0
722,722,NOT,@justicavi UR SWEET!!! i always do but not rn ;; v ;;,0
723,723,NEG,folk's this is the most embarassing overtime battle of new orleans for washington since 1812,1
724,724,NOT,Tonight's Hallmark movie stars Betty from #BombGirls. @PhantomRat and @katelinnea understand the roller coaster of emotions that causes.,0
725,725,NEG,"@seanhannity get off that fat wallet and buy me a coffee maker, fucko!",1
726,726,NOT,Lakers to-do list:<br/>Start making free throws <br/>Less turnovers,0
727,727,NOT,@Camila_Cabello release the album,0
728,728,NOT,Lakers d getting in booker head,0
729,729,NOT,Staph being so sweet wtf,0
730,730,NOT,syre my number two album this year,0
731,731,NOT,@freemzyy sour is,0
732,732,NOT,@RT_com Release the full video @AmiHorowitz,0
733,733,NEG,you let one thing slide and motherfuckers start ice skating.,1
734,734,NOT,@J_mcGillvary making metres like we're playing rugby league live on easy on the Xbox #RLWC2017,0
735,735,NOT,@russdiemon leave peep alone. Stop tweeting about how wack xans are and make some music about it.,0
736,736,NOT,i just blinked and bap is already coming out with next album,0
737,737,NOT,@JMcDonald_SAEN What's the biggest Spurs comeback in the Pop era? I know this is probably close to the record.,0
738,738,NOT,Since the Cavs game Porzingis hasn’t been the same smh,0
739,739,NOT,Binge watching NFL network on a Friday night #getmeanicepick #McNair #George,0
740,740,NOT,@jenddeukie this one seems really interesting! i'll get some on google. thank you!,0
741,741,NOT,Ima need that iPhone x,0
742,742,NOT,IM AT THE MOVIE THEATRE AND TLJ TRAILER CAME ON DURING PREVIEWS AND THE SECOND THE FIRST SHOT CAME ON I GASPED SO LOUDLY AJHDKAFNA,0
743,743,NOT,@FlavaDave069 I’ll give you a fat California burrito,0
744,744,NOT,finally watching the defenders so i can watch the punisher this week,0
745,745,NOT,@joevardon And the Cavs are shitting the bed.,0
746,746,NEG,"I bought an android, but I’m not THAT stupid",1
747,747,NOT,@ThatKingScar Is that the basketball court at ASCC in Malaeimi??,0
748,748,NOT,What's a good movie on Netflix,0
749,749,NOT,@ephenidine I'm not on xbox rn,0
750,750,NOT,@pyrosplayhouse I was actually thinking about doing this since getting the Xbox One X. I now have two spare original Xbox Ones.,0
751,751,NEG,I guess I should get up and cook since I'm not doing shit 😞,1
752,752,NEG,@uaalr Im crying this cant be real,1
753,753,NOT,Bulls up 28-10 and Jose callingfor them to push ball up court.  Can he double as football offensive coordinator?,0
754,754,NOT,@NHL @backstrom19 Not really though 😅,0
755,755,NOT,Making plans to go to the Cavs game on the 9th. 🙌,0
756,756,NOT,i hope everyone knows i would die for chance the rapper,0
757,757,NOT,Crown Apple and Apple juice from Apple Hill,0
758,758,NEG,Apple been on some whack shit this year. Catch me rocking a Motorola RAZR before you catch me with an android.,1
759,759,NOT,@shadesofryan haha its my fav playlist !! if you have apple music i can send you a link,0
760,760,NOT,@CainParkBicycle no baseball is. But football gets the job done,0
761,761,NOT,He would bend over backwards for ANYONE,0
762,762,NOT,"D'yang Warby Parky got no blue light/computer RX, and Pixel Eyewear don't have RX lol smh guess GUNNAR? Need more options TBH",0
763,763,NOT,@accesshollywood @CamilaMendes @ArchieComics Please follow as I will follow you back 🇨🇦fan of #AMAS #Riverdale #AMAs2017,0
764,764,NOT,I wanna get breakfast,0
765,765,NOT,La La Land but instead of jazz it's folktronica,0
766,766,NOT,"P0: Android/Windows 8 Alpha: Over time, challenging to eat ice boys",0
767,767,NOT,I know I’m probably in the minority but I’d like to see @RGIII get another shot on a @NFL team,0
768,768,NOT,At this point i might as well play the whole 4 album. Definitely a mood for today,0
769,769,NOT,"A wristwatch, gymnastics, a loft, and a caterpillar.",0
770,770,NOT,@Riverstoney OH YEAH i figured i meant i didnt know that android allowed you to like? download itunes or w/e,0
771,771,NOT,@AriRussell I’ll be at the LA City Championship thinking about my Canes.,0
772,772,NOT,@wrighte1734 I’ll be anchoring at night on Fridays and Saturdays until NFL season is over. Then Sat/Sun. Thanks for watching!,0
773,773,NEG,The movie Death that pissed me off the most was Johnny Cage,1
774,774,NOT,Let’s get breakfast in the morning.,0
775,775,NEG,I know it’s still early in the year and he’ll get better but Lonzo Ball is awful at basketball,1
776,776,NOT,@prataemin did u pour the cereal already?😔😔,0
777,777,NOT,Man please give me good people to play wagers with on xbox lol everyone’s cheeks,0
778,778,NOT,being single sucks when you know exactly who you want,0
779,779,NOT,fave this if we mutuals and I’ll do one of them new fangled video tbh thingies,0
780,780,NOT,@trey1037TheBuzz Maybe tonight was just about basketball!?,0
781,781,NOT,Kebab and mart for dinner,0
782,782,NOT,@Bulls_Jay I need the Cavs to pluck Batum outta there,0
783,783,NOT,@NickToren @TSN_Sports I've said it once I'll say it again: NHL Marching Bands,0
784,784,NOT,STAR WARS™ Battlefront™ II for PC GIVEAWAY<br/><br/>Follow &amp; RT to enter.<br/>Winner will be picked in exactly 48 hours,0
785,785,NEG,RufhehfuduBEUFUDUZ im@gonna kms I just got hit with a wave of depression,1
786,786,NOT,Lakers might as well send Lonzo Ball down to the D-League &amp; let him start over. #ThumpsNewport,0
787,787,NOT,I want some chicken from Popeyes,0
788,788,NOT,@AdamDjentwell @aKlamBake He's legit been in Xbox App since noon.,0
789,789,NOT,@IgnatiusUnderh2 @gWinbags @peregrinator1 Thor and Asgard lost big,0
790,790,NEG,"You can't change font, Can't listen to the radio, can't change themes. Can't share dope apps. You can't do shit.",1
791,791,NOT,Post Malone is my go to when I’m in my feelings and I just found out that he’ll be releasing his new album this month.... IM READY 🤧,0
792,792,NOT,"state Class D championship is Friday, Nov. 24 at noon at Carrier Dome #518football #NYSPHSAA",0
793,793,NOT,"Actually I️ need a Celtics jersey, patriots jersey, red Sox jersey AND bruins jersey",0
794,794,NOT,@imactuallygia Dang I think for Android it's different cause it doesn't show up,0
795,795,NOT,Quarter to Twelve,0
796,796,NOT,I WAS GOING TO GO TO BED BUT I J U S T REALIZED THAT ASU RITO IS ATHLETE IN ENGRISH,0
797,797,NOT,"theres so much going on, COUNTDOWN and the Elyxion and possible christmas album why am I just realising this now",0
798,798,NOT,London has put out the 2 Best album of Dear Dp and Back 2 London both them are album of year 2017 #FTY4Life 💯💯Luv fam @1Night_inLONDON,0
799,799,NEG,@Spidology @gu6zi @xTwiin_ Then get an Xbox One stupid bitch,1
800,800,NOT,I want some one to turn a bluford high book into a movie w some of our younger black actors like Shameik moore  and trevante rhodes👁,0
801,801,NOT,"Football: Olentangy Liberty 7, Whitmer 0 - 5:00 1st<br/><br/>Matthew Webb scores from 1-yard out.",0
802,802,NOT,Leave tomorrow i might do a pop up🤦🏽‍♀️,0
803,803,NOT,#NowPlaying 2nd Chapter of Acts - Borrowed Time #ClassicChristianRadio.com Apps in your App store!,0
804,804,NOT,Cooking on the hottest day of the year?,0
805,805,NOT,Chicken run is better than any movie that's came out in the past 10 years,0
806,806,NOT,Knicks blow a 23 points lead to the Cavs<br/><br/>Thunder blow a 23 point lead to the Spurs<br/><br/>....What a horrible basketball week for me,0
807,807,NOT,@LispyLeaf when will the xbox verionn come out,0
808,808,NOT,Waiting On @YFNLUCCI To Drop Another Album For My Soul 😩💛,0
809,809,NOT,@dirzacksnyder i don’t know if it was me but i didn’t notice one single scene in which her hair looked normal /:,0
810,810,NOT,@PlayStation Skullomania! Return of the Salaryman Hero!,0
811,811,NOT,Where's my cinnamon apple at,0
812,812,NOT,"@AlPRobinson1 @cjlafayette65 Me, too, I love that sexy body, sweet pussy and gorgeous ass",0
813,813,NOT,Okja might be the all-time leader for number of times they say the title of the movie in the movie.,0
814,814,NEG,I️ served this table 5min ago and they are still taking a pic of their food. Bish eat before that shit gets cold,1
815,815,NOT,"HORNETS WIN! Beat Portland State 3-1 (26-24, 25-15, 18-25, 25-18), advance to tomorrow's @BigSkyVB championship game vs North Dakota at 8 pm",0
816,816,NOT,@thehill How did Bill get things done in the oral office and cigars?,0
817,817,NOT,@oscarr_h14 On Xbox hoe,0
818,818,NOT,Melo's toe just saved Spurs,0
819,819,NOT,"you’re eating dessert for breakfast? what are you, eight?<br/> <br/>first of all, yes",0
820,820,NOT,"today im passing out bags of food to people in need, I'm so excited💌💛💐",0
821,821,NOT,Scarlet Raiders take the lead! 14-0 run gives men's basketball 60-54 lead over George Fox with 8:30 left in Oregon. #d3h #RNMBB,0
822,822,NOT,🏈High School Football Playoffs🏈 👀<br/>Cherokee    35<br/>Lynn            14        FINAL <br/>#ShoalsAreaPreps,0
823,823,NOT,@vignan2 Inthaki Buffalo wings chicken thone na chesedhi :p,0
824,824,NOT,Good luck to our teams playing in the Generation Next Tip-Off @ny2lasports this weekend!  Looking forward to a great weekend of basketball!,0
825,825,NOT,@NFL @Eagles @MoveTheSticks @BuckyBrooks It’s nice of the @Browns to help out these other teams by passing on franchise QBs each year!,0
826,826,NOT,The first movie also would have been way shorter if Kevin's dad just had a gun. #HomeAlone2,0
827,827,NOT,@MikeGrinnell_ saw the Bruins Instagram about having 2nd most rookie goals. Do you know who has 1st?,0
828,828,NOT,#NowPlaying Solveig Leithaug - 10 Trylle Bittelitt #ClassicChristianRadio.com Apps in your App store!,0
829,829,NOT,I made breakfast and asked Chandler if it was good and he ran too me and said “gemme a hug” I guess it was lol,0
830,830,NOT,Fresh/soph basketball practice is from 8-10 tomorrow at old middle school gym instead of 10-noon at new middle school gym,0
831,831,NEG,I'm drinking some kind of winter edition tea which tastes like apple and cinnamon instead of my daily green tea and i regret it so much,1
832,832,NOT,What do you get when you cross a t-rex and a chicken<br/><br/>nothing but death,0
833,833,NOT,Gabby been bitter since the last Olympics.,0
834,834,NOT,KCP makes poor basketball plays  #PHXvsLAL,0
835,835,NOT,@mattifestation How can you verify store-signed apps? Sigcheck shows these files unsigned.,0
836,836,NOT,News from the NFL. Jerry Jones is suing the NFL for Pak Prescott’s 3 isn’t.  Saying that the Eagles defenders in were in the way. Lol,0
837,837,NOT,*plays fast and loose with cooking instructions*,0
838,838,NOT,@OhJoeCinco_ You are. I got writers block crazyyyyy,0
839,839,NOT,mmmm just a quick tip: ALWAYS MAKE SURE THE LID ON YOUR INK IS CLOSED,0
840,840,NOT,"New song is dope, add it to Apple Music pls @THE_ROMVN",0
841,841,NOT,Choose between a 500GB or 1TB Xbox One S and get Star Wars: Battlefront 2 and a Now TV 2 month entertainment pass!,0
842,842,NOT,"Good luck to hoops, men’s and women’s hockey, swimming and volleyball tonight @PCAthletics. Best of the best in action. #gifriars",0
843,843,NOT,@GappistanRadio Beautiful movie. Super funny and great acting by all,0
844,844,NOT,Come see us and take advantage of 50% the Moto Z2 or Samsung Galaxy S8 with a new line of service!,0
845,845,NOT,"@1REALMADFAN @Xbox Na, own both and there is a difference",0
846,846,NOT,"@adorohble i love mangoes too omg  , ITS SO SWEET AND TASTY OMG",0
847,847,NOT,"@KnightGambit That scene makes zero to no since, why would kilowog and Tomar Re visit Bruce?",0
848,848,NEG,"@FlamesNation 2 min unsportsmanlike penalty is all it should have been , A 1 game suspension is bad judgement on the part of the NHL .",1
849,849,NOT,"I've now done 30 vc hundo attempts, I have now Vcrashed 3 out of those 30 times, alright ocarina of time",0
850,850,NOT,Who keeps bringing more I’ve had too many,0
851,851,NOT,10 likes and ill host B02/XBOX/PS3/ FOR 3$ A HOUR @DynoRTs @GamerRetweeters @GamerRTer @ShoutGamers @Legendary_RTs @Bear_Retweets @FlyRts,0
852,852,NOT,"After seeing what Kizer, Kessler, Hogan, and Osweiler did for the Browns this year, how do you have confidence in the Front Office?",0
853,853,NOT,"@jf_vachon76 ottawa are the voltigeurs of the NHL, does that count 😂",0
854,854,NEG,Lakers defense didn't show up again..it's like they just don't care some nights..,1
855,855,NOT,"Seems like everyone I know in Ventura County is at the color run except me. Anyway, back to eating breakfast in bed.",0
856,856,NOT,Lunch and a movie!! Bestie date Sunday’s are my favorite.,0
857,857,NOT,@Shaima_PC_SK Ayee haaye 😘❤ why so sweet all the time?,0
858,858,NOT,Spaghetti sandwiches were a thing growing up?,0
859,859,NOT,Cavs struggling,0
860,860,NEG,Just Another Girl on the IRT is the best worst movie I've ever seen,1
861,861,NOT,@DineshDSouza Or declare yourself trans-gender,0
862,862,NOT,VIDEO: <br/><br/>👀 @CNWSoccer puts on a show on Friday night. Check out the highlights from their fourth region championship,0
863,863,NOT,"If YoungMa and LadyLuck ain't on a track or in a video with Nicki Minaj, I dont want her fake lesbian ménage photos.",0
864,864,NOT,"@nadi_powell @KVN_03 @NFL Totally deserves it, too. Been holding the team down and balling.<br/>#ProBowlVote Kyle Van Noy",0
865,865,NOT,"Every time I see the fb video of that so called ""cute"" spider that's supposed to cure arachnophobia I report that shit",0
866,866,NEG,KJ slid across that ground like that ref from the wrestling video. That’s why he hurt.😂,1
867,867,NEG,@GOP Dumbest shit I've seen,1
868,868,NOT,Early mornin chicken chasin💸💸,0
869,869,NEG,@TheOrangeBomb @EscapeVelo Yeap i have xbox and its catching dust... I get more shit on my ps4 :/,1
870,870,NOT,"#nmotsc #nmhsfb FOOTBALL: Marvin Encinias yard TD, Ruidoso lead over Moriarty down to 20-14",0
871,871,NOT,@urbandoll iPhone X right here 🤑,0
872,872,NOT,@THR @HolyBatCast Thor ragnarok made more wwwhhhaaaooouuuu!!! 😂,0
873,873,NOT,Petition to put every Harry Potter movie on Netflix,0
874,874,NOT,If you have a android I’m deleting you off snap💀,0
875,875,NOT,@yashar Charlie's dead and bigger than ever: Tarantino movie and LA Times podcast  on Manson murders.,0
876,876,NOT,Getting married young is like leaving a party at 9 pm<br/><br/>But I'm leaving it with my best friend and we'll go home together and make dinner.,0
877,877,NOT,okay so maybe this veggie burger doesn’t taste like a real burger but its pretty dang good,0
878,878,NOT,@jonkrup111 All remains to be seen of course. All this Bruins team has is hot and cold goaltending regardless of how we look at it.,0
879,879,NOT,Now accepting friend apps 🙄,0
880,880,NOT,The Blue Lips album is so fucking good 🙌🏼🖤🔥,0
881,881,NOT,@NoelCypress @CamSodaLive You could maybe improvise from a Power Rangers outfit? lol,0
882,882,NOT,@BandaiNamcoUS when can we make android characters in xenoverse 2 🙄,0
883,883,NOT,What a Game! But How about them SPURS!!! #GoSpursGo,0
884,884,NEG,Every time I eat ice cream I’m reminded why I don’t like it,1
885,885,NEG,who the hell let alessia sing in the moana soundtrack?,1
886,886,NOT,Cooking the boston butt pork roast with BBQ seasonings and cheerwine... Will add BBQ sauce in several hours.,0
887,887,NOT,"@iowahawkblog ""Eraserhead"" is a great movie.",0
888,888,NOT,@WyzeCam Let me know if your team needs any help on the Android side!,0
889,889,NOT,why do we watch basketball,0
890,890,NOT,@TWEETORACLE @rihanna @LailasBlog @OmalichaUkatu @BennyCapricorn @Miss_magnolia20 @GirlishLava @ShawttyNatt @newscantell Fat injection,0
891,891,NOT,Woke up at midnight and living up to my screen name...... again. Time for tea and video games until I hopefully just pass out I dunno.,0
892,892,NOT,@icequeensansa Game of Thrones episodes!,0
893,893,NEG,When life gives you lemons you better makes fucking beef stew or else you're a bitch<br/><br/>-quote by me<br/><br/>Fuck it,1
894,894,NEG,Woke up feeling sick af. Apple cider vinegar &amp; water it is🤢,1
895,895,NOT,I think it's crazy no matter what team the Cavs play it's gonna be a close game down to the wire,0
896,896,NOT,Anybody want to bring me food!?!?!,0
897,897,NOT,Chili's fo dinner 😋,0
898,898,NOT,"I don't want a boyfriend.<br/>I want a burger.<br/><br/>And my god, I'm going to get one.",0
899,899,NOT,"If your Thanksgiving don't consist of fried chicken, ribs, Mac n cheese, cornbread, football, family n friends, then you doing it wrong",0
900,900,NOT,@SexyRose6969 Mmmmm a sweet pussy in need of a good licking xxx,0
901,901,NOT,Excuse me iPhone??? Or should I️ say I️ phone??,0
902,902,NOT,@RMelvinFan Kelly's performing a song off Meaning of Life and P!nk will be doing one off her album but I'm pretty sure both solo.,0
903,903,NOT,@DeadHandActual @scrowder It’s the Twitter app on my iPhone.,0
904,904,NOT,if yves is a chicken I'm unstanning so stop,0
905,905,NOT,Stories give weight and existential significance to actions and events #NAPCRG2017,0
906,906,NOT,@0ne7akeN8 @glue_velvet Nope lmao. I need to google everyone’s name from here on,0
907,907,NEG,"Fucking cause @playstation wont' support cross play, my stats got reset cause I had to unlink my account. @epicgames that sucks",1
908,908,NOT,Lady Lions Basketball wins 64 to 50 against McKinney North. Next game 6pm. Let’s go Ladies!,0
909,909,NOT,@GarretHohl Or the difference between a great goalie and  an average on ...<br/>a goal ever 2.5 -3~ games..,0
910,910,NOT,Listen to understand not to respond #food for thought,0
911,911,NOT,@__arterialee If you were here I would have took you to breakfast because I’m hungry myself 😂🤦🏾‍♀️,0
912,912,NOT,@BeyonceCum buy the album too fatass,0
913,913,NOT,Anyone for ww2 Xbox wagers?,0
914,914,NOT,@rinterkun so about ur ocs,0
915,915,NOT,I don't get why iPhone owners care so much that other people don't have iPhones? FaceTime and emojis rule!!!,0
916,916,NOT,Rose just sent me a video of muffins and mayo IM SCREAMING,0
917,917,NOT,the cavs should build isaiah thomas a statue before he even plays a game IMO,0
918,918,NOT,@ItsPotatooo Inappropriate way of taking healthy diet.,0
919,919,NOT,I wonder if Phaedra is getting paid for all these video clips they keep using of her. #RHOA,0
920,920,NOT,jaden smith not letting nobody breath w this new album,0
