,id,sentiment,tweet,label_a
325,2949,NEG,DECEASED DOG: “There is a deceased dog looks like beagle mix on the Morgantown Road in between Brookwood trailer park and Walmart” 11/20 😢,1
326,3297,NEG,"@TwitchSupport Xbox one x,app keeps crashing, any suggestions?",1
327,1225,NEG,@tariqnasheed Yep. He's disgusting &amp; completely unbecoming the office of presidency.,1
328,2886,NEG,No dinner 😷😷😷,1
329,2572,NEG,can’t believe that was my last high school football game... time flies )):,1
330,4547,NOT,Breakfast in bed to start my day 🙏🏾,0
331,3932,NOT,@HarvardHBS <br/>Microsoft / Harvard Business School,0
332,3035,NEG,K-Pop artists are heavily trained like boot camp of pop type shit!! And you can see it in their performances!,1
333,2080,NOT,imagine having the power to just mention someone and have your minions rush to flag their video lol. really pro free speech there.,0
334,1943,NEG,"@ShoTzzz__ @GiddySoup @IsaacEvasion xbox doesn't count meanwhile u play ps4 just to get shit on all day but xbox ""doesn't count""",1
335,512,NEG,Like ya ever had that one thing you just had to tell somebody but you can’t even see yourself telling NOBODY 😭💔,1
336,2722,NEG,It’s official. You had me update and now it drains my battery like an #Android . I’ve never been so disappointed @apple!! ☹️☹️,1
337,720,NOT,im naming my son airon amd my daughter airwrecka,0
338,52,NEG,@Xbox After six months of paying for live without me knowing. I am still not being refunded. @xbox basically ran a scam on me @XboxSupport 🖕,1
339,2391,NEG,Fuck off Jesus you're fucking fat,1
340,3125,NEG,"If i can’t eat spaghetti while watching a movie, I’m leaving",1
341,752,NEG,@uaalr Im crying this cant be real,1
342,2867,NOT,"Oh god, this movie is 16 years old and I’m almost the same age as Bridget now 😱",0
343,85,NOT,"Now Playing, Gene Ammons — I Remember You from Jug &amp; Dodo #music #Jazz",0
344,2407,NEG,@PhirePhlame__ Sour that shit nasty,1
345,2404,NEG,Fuck being on a diet on thanksgiving or Christmas,1
346,861,NOT,@DineshDSouza Or declare yourself trans-gender,0
347,4092,NEG,AND I HAVE A DEAD PIXEL ON MY MONITER WOOOO,1
348,2279,NEG,@TomDaly2 @ChrisLingebach @BrendanDarr Yep.  I feel bad for the heavy folk.  They didn’t stand a chance,1
349,3942,NEG,@ChristiChat This NFL chief Goodell is destroying NFL,1
350,507,NOT,@nickbaumgardner I'd be far more interested in hiring a great college football coach.,0
351,2075,NOT,Does anybody actually use the widget stuff on the iPhone? I never do.,0
352,3996,NOT,"*on Web MD*<br/><br/>Symptoms: palms are sweaty, knees weak, arms heavy, vomit on sweater<br/><br/>Diagnosis: Moms Spaghetti",0
353,1398,NOT,Are you fn real.. #TorontoMapleLeafs hockey players YESSSS #ZNation,0
354,4162,NOT,#Noirvember #NoirAlley @tcm <br/>#RichardVidmark 1950 <br/>Night and the City <br/>EXCELLENT MOVIE 🎥 🍿,0
355,1416,NOT,Ricky Rubio rookie year: 41 games. 34.2 minutes. 35.7% fg. 34% 3fg. #Lakers,0
356,3887,NEG,Fck off @cavs 🖕🖕🖕,1
357,645,NEG,Its oooooover for d rose man. Been over since the 2nd knee dunno why the cavs wasted the time and money on him #over,1
358,3820,NEG,What people never understand is how much i love my time and having no me time pisses me off,1
359,894,NEG,Woke up feeling sick af. Apple cider vinegar &amp; water it is🤢,1
360,204,NEG,I have literally no one to vent to but it’s coo. I gotta vent to myself &amp; wipe my own tears. 💯,1
361,2106,NEG,This new update sucks btw @Apple,1
362,827,NOT,@MikeGrinnell_ saw the Bruins Instagram about having 2nd most rookie goals. Do you know who has 1st?,0
363,303,NEG,"@SanitySane123 @ThunderBugTBL <br/>@Malektronic &amp;<br/>@AndreaRuthruff <br/><br/>Andrea's really off her hockey game this year, too much pizza.",1
364,310,NOT,"OMG! @LaurenJauregui spreads so much love on stage, she feels every word of every song and it got me emotional. I love this chicken so much",0
365,883,NOT,What a Game! But How about them SPURS!!! #GoSpursGo,0
366,4097,NOT,@MizzouFootball Shout out to all the Mizzou Football players tomorrow. 🐯,0
367,51,NEG,@Lakers We're losing 🙃,1
368,3930,NEG,My phone isn't compatible with the Pinterest app for Android. WTF?? My phone is the newest version. 😠,1
369,1119,NOT,This is why they made the movie the blind side. Left tackles are important! #dallascowboys,0
370,4075,NEG,Gabby Douglas has lost her whole mind. I haven’t liked her since the last olympics. She was very shady. Someone just needs to talk to her.,1
371,429,NEG,@bninjakk I don't think sweet should go with the savory. Same thing with pineapple pizza. It's just not right.,1
372,675,NOT,it's 2017 and i will still nominate froot (2015) for album of the year,0
373,3182,NOT,@Pulp_Comics Lakers/Suns looks lit tho,0
374,3535,NOT,You remember that one guy Steve? Do you think he ever finally got his Dell?<br/><br/>#sleepythoughts,0
375,468,NOT,"@nywolforg Happy Birthday my sweet boy, Atka!!🐺❤️🎂",0
376,4478,NOT,Hold my beer 2016 #2017In4Words,0
377,2576,NEG,I tried to pop this bait painful spot on my face which didn’t work but left me in ever more pain lul,1
378,4085,NEG,I could’ve even get through the video with all that unnecessary commentary. Hideous.,1
379,4540,NEG,Fucking hell av been waiting too long for the Consett nonce video to be put  on Facebook man,1
380,192,NEG,Google really can be a terrible thing cause I self diagnose myself with stuff and then I can’t text my mom about it because it’s nearly 4 AM,1
381,1518,NOT,"@FurlinNick bands have done - Record a b-side, get a new singer &amp; use the same concept but change the lyrics &amp; tempo",0
382,3631,NOT,Kenah: I️ have a song stuck in my head<br/> <br/>Me: oh god what is it <br/><br/>Kenah: The song from the Wii when you’re creating a Mii character <br/><br/>😂😂😂😂,0
383,607,NOT,"33 years ago, this month: My family arrives in America, having fled Iran. <br/>Tonight: My dad compares Chance the Rapper to Usher.",0
384,1608,NEG,@Lakers Lakers need to stop trying to force three's when not necessary its killing them.. #LakeShow,1
385,2643,NOT,@Saraaageee 😂😂😂 inside joke,0
386,733,NEG,you let one thing slide and motherfuckers start ice skating.,1
387,2744,NEG,Matthew Tkachuk: suspended for playfulness and light hearted conduct. Shame on the NHL,1
388,712,NOT,"Get Your Post Notifications On, I'm Dropping a Banger Video Tomorrow!",0
389,2215,NEG,Is it just me or did the camera in the iPhone 7 get worse when they released the X?,1
390,2056,NEG,adam ate d apple and our tooth still aches...sighs 🙇🙇,1
391,136,NEG,ive been making this drunk poetry note in my notes on my iphone and i wish i had balls to share it but theyre so pathetic :/,1
392,592,NEG,It’s sad to think I thought I was fat junior year and now I am fat and I want to look like I did junior year lmao,1
393,868,NOT,Early mornin chicken chasin💸💸,0
394,2769,NOT,Forest Hills last met Sharon in the 2010 state quarterfinals. The Rangers prevailed 21-7 at Slippery Rock University.,0
395,3928,NOT,@KaylaKZamora I love you so much ❤️❤️❤️❤️ thank you!!,0
396,3694,NOT,@USATODAY All Olympics should be done in the nude,0
397,254,NEG,Packed lunch still bought lunch 😢,1
398,3462,NOT,@CSAviate This is so true. He actually completes simple chest passes. How novel for a Cavs point guard,0
399,311,NEG,@AppleSupport fix the damn update that ruined ever iphone except the 8 and X,1
400,3593,NOT,Having serious Apple emoji envy.... <br/><br/>Why no Whiskey glass Android?,0
401,358,NEG,W. Kentucky no football IQ lazy dogs,1
402,612,NOT,Haven't been to a high school football playoff game In a while.... so I'm at Knightdale vs South Central tonight 👀,0
403,1999,NOT,@JonahMarais you're the most sweet hearted I've ever known❤️ lysm😍🌎,0
404,2734,NEG,now i CAN'T find the fcking clip on the xbox game capture imma go fuck myself,1
405,2860,NOT,Kyle Kuzma is the Lakers BEST player.,0
406,4098,NOT,i forgot i don't have an adam's apple and i was feeling my neck like   wtf i'm missing a part of my body,0
407,2268,NEG,@killadelfkid You understand. Folks only know the singles on that one 🙄 when the “album fillers” were 20x better,1
408,4143,NEG,I’m too ugly for this new camera on the iPhone 8,1
409,518,NEG,dear rangers - don’t piss me off 🙂,1
410,2171,NOT,@emilyabelles U RIGHT! acceptin sugar daddies for honey butter chicken biscuits ONLY,0
411,2231,NEG,Also the Wii U is probably one of the dumbest names you could give to a console,1
412,1367,NEG,@cesar31119 Fuck the lakers,1
413,1479,NOT,@hashtag_dta @yardbar Was he made of boiled noodles or what?,0
414,1707,NOT,What video should I️ drop tmrw? lmk!,0
415,4405,NOT,"@BrianLynch What are your thoughts on R rated cartoons and animation, such as the “Sausage Party” movie?",0
416,91,NOT,@cavs beat @LAClippers,0
417,924,NOT,Shout to the cafe workers who give out two potions of food the first time you go up there <br/>-Mclean 2021,0
418,2006,NOT,"@Tabatha_mp All my favorite movie things, once you add in Channing Tatum.",0
419,4529,NOT,Cavs r old,0
420,3953,NEG,"@LimeFaceX Yeah it used to irritate me so much seeing an unfired gun cocked, it's already loaded just pop the safety",1
421,3226,NOT,The Bruins use their first T.O. after the Matadors pull ahead 18-15 in Set 2.,0
422,2965,NOT,GEJFA Championship (aka Wolverine Invitational) is tomorrow. All Wolverines teams playing. Games start at 9:30 at Pop Kenney.,0
423,2028,NOT,Light liquor is for rich white people on a diet,0
424,3342,NOT,@JReidDraftScout Could you imagine what the Cavs would’ve been like today if they had picked Giannis 1st?,0
425,2588,NEG,@GbemiOO Allegedly they're also sharing cooked food to some people. This country is not gonna be better anytime soon.,1
426,228,NEG,Why am i at this Loyola basketball game 😒😒😒😒,1
427,2402,NEG,What a joke the @NHL is. I hate this league so much.,1
428,3230,NEG,No breakfast no lunch 😐,1
429,848,NEG,"@FlamesNation 2 min unsportsmanlike penalty is all it should have been , A 1 game suspension is bad judgement on the part of the NHL .",1
430,130,NOT,@pixelkitties it was the @StormBrewingVan ice cream social.,0
431,1816,NOT,@VallysView can you start a Rangers/NHL podcast? Your analysis is too good for just game days.,0
432,4254,NOT,Think I️m bout to try this pescatarian life for a lil while,0
433,2199,NOT,@2Us2Ks2Points I love Rask he’s a top 5-10 goalie every year but you gotta go with the Goalie that gives you the best chance to win,0
434,3456,NOT,"python-google-api-python-client 1.6.4-1 (any/Community)<br/>""Google API Client Library for Python""<br/>&lt;2017-11-19&gt;",0
435,2192,NOT,@wishchu @hellaaa omfg this description....i feel like I'm watching a cooking show,0
436,1854,NOT,@JoshCendana lul cooking show na cooking show hayuf sa foul eh,0
437,3138,NOT,green apple,0
438,3208,NEG,Damn I'm upset I missed the Spurs thunder game.,1
439,4096,NOT,I wanna make a video with you,0
440,61,NEG,food can’t make me happy either,1
441,2552,NEG,I am so hungry 😭😭,1
442,3952,NOT,"Traveling With A Whole Snack, Lawd Keep It In Your Pants Nesto.",0
443,1529,NEG,"Tambry was texting, Thompson was playing a video game, Lee was being sarcastic; it doesn't make any sense!",1
444,2571,NEG,This Lakers team is giving me migraines<br/>#Lakers #LonzoBall #nba,1
445,4495,NOT,let's all welcome boogie cousins to the Lakers 😍😍😍,0
446,3450,NEG,@HardyBoi10 Bc I wasn’t talking to yo stupid ass 😂 get tf on tryna argue dude . You want beef so bad,1
447,4173,NOT,"@SharkMontauk @OCEARCH @ChrisOCEARCH Hi Bob, what's new at the office?",0
448,3002,NOT,The Clockwork Orange Ludovico torture scene but he's forced to watch anime,0
449,216,NEG,Just like literally use google once in a while itll really help you from looking like a disrespectful fool,1
450,4105,NEG,The Cavs defense is so terrible. I don’t get why they give absolutely no effort..,1
451,437,NOT,Cavaliers are 0-of-6 to start. Clippers are 3-of-4.,0
452,3625,NOT,Limited Xbox One banking offline send in tears Drama Lies Drugs kids on em if you nigga i let me haha and Likes please xzilepsd,0
453,2569,NOT,@PotUPMaster @Mrsbagnet Has the food arrived?,0
454,2496,NEG,Bug as big as my fist in the hallway kept me out my office for 30 minutes... 😭,1
455,4528,NOT,"After one quarter, Clips lead Cavs 27-24. DJ had 12 points on 6/6 shooting. #LACatCLE",0
456,573,NOT,@HeartBreakMoe It’s gunna smell like cats and cigarettes,0
457,3728,NEG,"@inkgrrl @Jhladycz I haven't either, actually, just jammed a finger once and dislocated a kneecap (both attempting to play basketball).",1
458,2884,NEG,Ugggh jetlag did me in! I couldnt see the movie!!!,1
459,1849,NOT,Xbox gang I'm ps4k,0
460,2737,NOT,"Later, movie time...",0
461,2605,NEG,"cunt Haskell can eat dog food, keemstar emotional distress caused by keemstar, silence",1
462,3819,NOT,I want to see Thor and Justice league.,0
463,1283,NOT,when you miss the “you up?” text 😩,0
464,4531,NOT,Pirates are bi-district champions!!! Pirates beat La Feria 19-14. Great win for the football team. 🏆,0
465,273,NEG,@TommyDaTuba dont get me started on an erotic chicken little fan fiction i accidentally read one time 😬,1
466,2831,NOT,A woman’s brain shrinks during pregnancy and can take up to six months to regain its full size.,0
467,2662,NEG,Catching up on Riverdale &amp; i am Pissed.,1
468,3598,NOT,LaVar Ball vs Donald Trump twitter beef is what the world needs right now,0
469,179,NEG,"@pamelaivys Joss Whedon also saved the movie from being horrible, moron",1
470,1883,NOT,"@dpewonwoo it's no problem, wonwoo!",0
471,1211,NOT,Come on you spurs,0
472,1744,NEG,That scene in gossip girl where Serena says “this is my jam” and it’s Soulja boy I’m still dead,1
473,2109,NOT,"@LoveMyCU It really does! It's a mini Airstream camper/trailer. So you can sleep in it, on adventures!",0
474,106,NOT,"FOOTBALL: Anthony Brown recovers onside kick for Belton, which has it at SGP 47.",0
475,2346,NEG,That cute face and fat don’t mean shit of yo breath stink 🙌🏾,1
476,4312,NOT,Gotta handle that frozen food instead,0
477,2742,NEG,#29056 My roommate pours hot milk first and then adds cereal. Gets me infuriated every time.,1
478,537,NOT,May have just driven to Malibu for a protein shake....,0
479,205,NOT,Joycons are boneless Wii motes,0
480,3551,NEG,@alaskutahn Weird looking movie.,1
481,1157,NOT,The Japan based Bullet Club contingent really don't care about WWE cease an desist on the Too Sweet hand gesture.,0
482,3608,NEG,Wishing I had an Xbox One to play #StarWarsBattlefrontII on 😩,1
483,4272,NEG,This is the worst Deacon basketball season start in my lifetime ... and I am old.,1
484,2127,NEG,"Doesnt look like you guys are gonna be getting a new video anytime soon, have a lot of stuff going on atm. Sorry ☹",1
485,1880,NEG,I hate blaming refs but man I’ve noticed so many calls that go against the Lakers this season.,1
486,2339,NOT,Loyalty is everything.,0
487,922,NOT,"@CandiceAiston @sexygirl798 Make that white Evangelicals, please",0
488,549,NEG,@Dart_Adams It looked so Damn ridiculous. Looked even worse in the end credits scene. I was so mad leaving that theater today,1
489,1581,NOT,Good night sweet freinds and jigars <br/>allah apko hamesha salamat rakhey aameen <br/><br/> ss khan,0
490,2095,NOT,"@bkkdude @StickboyBangkok Google translate strikes again! ""Gae"" is both unwrap and sheep in Thai.",0
491,1318,NEG,i need to take a video of it eventually but the terrible android quality will pain me...,1
492,716,NEG,I hate the poisonous fog/most scene😫 #CatchingFire,1
493,113,NEG,I’m honestly so bored. I keep opening and closing all my apps and nothing has changed.,1
494,3219,NOT,@grindingaf NOT A BAD TRADE,0
495,2782,NOT,"5:12 to go in the 1st, No Score, Rangers lead in SOG 11-8 #NYRvsCBJ",0
496,2527,NEG,"@realDonaldTrump I see that either Kelly or Ivanka changed your diaper.<br/><br/>Obsessed much, you fat fuck?",1
497,4006,NEG,this fucking I️ shit stupid as fuck!! Fuck around and get a android,1
498,611,NEG,@TwitterMoments @EAMaddenNFL @NFL Hope not cause the fucking madden game us trash,1
499,773,NEG,The movie Death that pissed me off the most was Johnny Cage,1
500,2117,NEG,@JeremyCFox Members of the US Olympic gymnastics team are openly fighting on Twitter right now THIS IS HELL,1
501,111,NOT,@RodolfoCota_ @MigueJimnz90 Debut a los 27?  #NoPosTaCabron,0
502,624,NOT,listen i think ur really sweet n we can stop the total eclipse if we all come together we can make a difference,0
503,1790,NEG,Went out last night and I still tired wii...old age catching up,1
504,177,NOT,and suddenly the whole scene played in slow motion,0
505,2790,NOT,Why are the Lakers so douchey? Anyone have an answer?,0
506,814,NEG,I️ served this table 5min ago and they are still taking a pic of their food. Bish eat before that shit gets cold,1
507,359,NOT,8 Man - State Championship Game Times at Newton Fischer Field.<br/>DI - St. Paul vs. Hoxie at 11:00 AM<br/>DII - Hanover vs Hodgeman Co at 3:30 PM,0
508,2387,NOT,I can watch Google Pixel 2 ads all day,0
509,1683,NEG,I feel like I’m the only one that hates thanksgiving food,1
510,3609,NOT,Brandon Ingram up to 14 points. Kyle Kuzma also staying productive offensively with 13 points #Lakers,0
511,3946,NOT,"If I put on a Naruto headband, will it get people to recognize my Blade Runner cosplay at this anime convention?",0
512,2613,NEG,@BrettPats I dont this he's a bot he just knows so little about football I cant take him serious. Dude's from Europe,1
513,666,NEG,Holy god I wanna die,1
514,3657,NOT,google image search larry david at 4:22 am,0
515,3191,NEG,Okay so how the fuck do you lose weight,1
516,2951,NOT,The Lakers are about to win by 30. No way the Suns can keep this up lmao,0
517,1930,NEG,"If you hurt my mum’s feelings, you’re nothing in my eyes.",1
518,4343,NEG,n he tells me not to move some thing for his xbox like fck you my laptop goes there🤧,1
519,4287,NEG,"Every time I see anything football related , I get anxious because people ruined it.",1
520,3301,NOT,@xOzziee U sounded like u were about to bust a fat nut insane,0
521,3206,NEG,"After all the shit I’ve been talking about the IPhone X, I just ordered it... I’m ashamed of myself..",1
522,1784,NEG,"Whoever that fat Mormon skank who opened her passenger van door into my rear fender was, you're forgiven, but I'm not happy.",1
523,2255,NEG,"@JoyAnnReid @HEINSLERJAN He didn't do it for wildlife conservation. He did it to save his fat, ugly, orange face",1
524,790,NEG,"You can't change font, Can't listen to the radio, can't change themes. Can't share dope apps. You can't do shit.",1
525,1145,NOT,so we all agree that @dontgetpoppedd wins the reaction video of 2017 even with a late submission? yes? alright😂😂😂😂 🏆,0
526,1672,NEG,Why is the only iphone charger I've had that isn't shit is the one for my car 🙄,1
527,3107,NOT,@jogrant77 @4beige_pups it’s what solar said in the video about it djsjsk watch,0
528,450,NEG,why does nyongtory nd gtop stan beef exist. Are we THIS bored??? Fighting other vips over a ship...tragic,1
529,3132,NOT,"In real life basketball, #Cavaliera trail #Clippers 27-24 after one quarter. DeAndre Jordan: 6-6 FG, 12 Points.",0
530,4074,NOT,@Jemangoshake Thank you Jem! 😭,0
531,2666,NOT,The sudden realization of me being a lesbian/femmeloving nonbinary folk is realizing I've gonna break a lot of feelings.,0
532,190,NEG,honestly fuck you,1
533,508,NEG,@crushedvanilla i cry for 10 mins everytime i watch that movie it’s so fucking sad,1
534,2541,NEG,"On another bad day at the office for the #Broncos, Bradley Roby is having one of the worst",1
535,2043,NEG,If you're the type of person who eats all the junk food in the world but doesn't have to workout and  still has a killer fkn bod.. I hate u,1
536,763,NOT,@accesshollywood @CamilaMendes @ArchieComics Please follow as I will follow you back 🇨🇦fan of #AMAS #Riverdale #AMAs2017,0
537,4461,NOT,This Disney movie looking lit lmao,0
538,275,NOT,Gaga just said that she didn't had enough time to shoot a music video for The Cure because she was working for ASIB and Coachella,0
539,2934,NEG,How you got a iPhone 10 and still can't send good pictures,1
540,3123,NOT,@HereticHR I've only watched videos but have out a bunch of his books on my Amazon xmas wish list for the parents and in-laws.,0
541,248,NEG,@LANDERMAN_10 I’ve never felt so sick. I hate fast food,1
542,393,NEG,So many places I wanna go to but no one to go with 🤔,1
543,1156,NEG,lowkey wanna hit you up but i dont wanna waste my time,1
544,582,NEG,"I need a new iPhone. My screen is about to fall out, my volume button broke, my Touch ID broke, and my microphone barely works 😫",1
545,4406,NOT,Ya WCW went out to eat and ordered chicken strips again...........,0
546,704,NEG,"the hospital is trying to kill me giving me pasta, hot chocolate, a roll and ice cream for dinner 😫",1
547,689,NEG,Omg I missed rosy loud ass so much 😭😭😭😭😭,1
548,58,NEG,"@nolan7517 @SEC_Exposed Not to mention, boring ass football!",1
549,322,NEG,@NBA2K @russwest44 @okcthunder @spurs No kawhi Idiot spurs suck,1
550,1520,NOT,"You want to be serious in your diet? I need it too, no coffee for a mean time.. let's say coffee-diet for me @iamsofiaandres",0
551,2658,NOT,@Shaniceeee_x3 Have you even held an iPhone X?,0
552,3584,NOT,@CoastalPaleo @albertonykus @KsepkaLab @chasmuseum @ChasMuseumMatt And got a bonus in the process!,0
553,2798,NEG,"High school football in my city going stupid right now , i need to be back tf.",1
554,3073,NEG,"@motherhyolyn right, I'm not shocked. She was the biggest bitch and sore loser during the Olympics last year",1
555,3543,NOT,@MikeGT79 @blazerhockey More like mommy needs to be able to sit down feet in front not strait out  before we can come to hockey,0
556,610,NEG,"I just cried watching a video about recycling, in case anyone was wondering",1
557,1807,NOT,"Wait, I can save the NFL and Hollywood all at once.<br/><br/>Another football movie.",0
558,2534,NOT,@theripperslamb …Unless this is your hint I should attempt to cook in a very peculiar way.,0
559,2293,NEG,Short girls that are on xbox right now are people who i dont talk to often or im not in the mood to talk to,1
560,1177,NEG,"feeling sad for no reason is worse than being sad for a reason, because there's absolutely nothing you can do to make yourself feel better.",1
561,3,NOT,"@cheetah_spotty Ahh! I've always referred to this fine flavor combination as ""Rushed Breakfast"" :D",0
562,2332,NOT,"San Antonio Spurs rally to defeat Oklahoma City Thunder 104-101 in key NBA game on 11-17-17 at San Antonio, Texas. Go Spurs Go!",0
563,2472,NOT,Sweet home Alabama will always be my favorite movie 💜,0
564,1025,NOT,I need FOOD,0
565,4267,NOT,@CRS_1ne yep. I hope so. Improved shooter. Looks good defensively. Very active and can run the floor. Fits the Cavs,0
566,2240,NEG,@joshuacjg you guys didn’t sing happy birthday last time :(,1
567,885,NEG,who the hell let alessia sing in the moana soundtrack?,1
568,3525,NOT,"i love how gorgeous taehyung’s skin tone is, it’s like a sweet caramel mocha and it makes me melt thinking how beautiful it is",0
569,1076,NOT,@jack_brickell iPhone X got you through,0
570,3580,NOT,150 retweets by 6 PM tomorrow night &amp; I’ll post a video of myself taking a shot of your choice,0
571,178,NOT,@Apple why is the Apple Watch charger longer than the iPhone charger???,0
572,4456,NEG,Not having dinner today and I will weight myself this sunday I'm so scared,1
573,1147,NOT,@HellsDevil_VG @vainglory @vainglorystatus Android device,0
574,1908,NEG,That iPhone 10 small as hell if you got the 7 plus it’s no point,1
575,1727,NEG,lrt who the fuck sits in the editing room and cuts Any scene involving ezra miller as barry allen out,1
576,1587,NEG,"@CholericPaladin <br/>""Fuck your chicken strips.""<br/>Steals them, and runs.",1
577,3974,NOT,"@Arakade @DSykesTurner took a video, maybe he can upload that as proof ;)",0
578,669,NOT,Like seeing a team like @LehiFootball win a championship. Great stories throughout. Great community support. Very well-deserved.,0
579,983,NEG,I dont -need- anything fancy but its kinda annoying that a desktop would have an Intel Iris,1
580,1113,NOT,said i was gonna start my diet today (for the 300th time) but then i remebered thanksgiving is next week so we’ll try again later,0
581,1299,NEG,i got a blood blister on my ass and i popped it i have never seen more blood come from my body,1
582,558,NOT,End of first. <br/>2A East football championship.<br/>Kent Island 7<br/>Harford Tech 6<br/>Tech driving in KI territory.,0
583,2764,NEG,"it's hilarious how everyone jacked bones music video style i think it's so funny <br/>people have 0 creativity, holy shit it's so sad",1
584,420,NOT,lol quero os meus 4€ de volta i was supposed to spend just 8 on this iphone case,0
585,3426,NOT,171118 Do!Digest thread<br/>sorry guys im just back from dinner.. will put up the miss ones here,0
586,2348,NEG,#AMJoy why did you let this man hijack your show? We hate Mark Burns he's a fat bastard full of hot air!,1
587,2009,NOT,@cherrilizabiff @ZionRyan i dont really have any but Cardi B n Nicki they have beef why do you think??,0
588,2152,NEG,@scorsesemartin expect a snotty jewish voice like Le Tigra singer @kathleenhanna,1
589,4102,NOT,@Swelly__ Hell &amp; Back <br/>Time of you Life etc etc,0
590,3548,NEG,"But damn, TENNIS STATE CHAMPIONSHIP? Okaaaaay hunny, I see uuuuu.",1
591,502,NOT,"Ouch. Troy Daniels hits a 3, Suns up 10 and now free throws coming to Warren after the Lakers turnover.",0
592,103,NEG,Per my last - I have a whole night alone in a hotel and there is no @penguins hockey on...this is just a tragedy,1
593,2551,NOT,Make sure you tune in tonight for our final Wrap Up! We'll have all you Bi-District Championship games. 🏈,0
594,1645,NEG,One bad scene can fuck up the whole movie,1
595,554,NEG,@ns_maxd @yougotamoon_bot sega forced drm into the steam release<br/>we can't have nice things because we don't deserve them,1
596,3430,NOT,"Tyler, The Creator’s best album is WOLF",0
597,3120,NEG,@EAMaddenNFL - there is an HDR issue on Xbox one X.  The game gets dark.  Is there going to be a fix for this???,1
598,4015,NOT,"@GeorgeBenTenyso Yeah, no matter how much I like a movie I'm not gonna bully someone who doesn't",0
599,3573,NOT,@MKBHD You should send me a pixel 2,0
600,2894,NEG,@NEETBol my hs football team was overly concerned about walkout songs and uniforms ... we werent very good,1
601,1050,NOT,"#Adirindhi #Mersal is The 1st Non-Rajini/Shankar Movie From South To Cross 10 Cr Gross Mark in 4 South Indian States [TN, KER , KAR , AP/TG]",0
602,1238,NOT,We have to start the video by singing the Crazy Frog theme song.,0
603,785,NEG,RufhehfuduBEUFUDUZ im@gonna kms I just got hit with a wave of depression,1
604,2585,NOT,How do y'all eat breakfast? I can't eat in the mornings.,0
605,2345,NOT,@srfrjulie @komurphy Haha happy to help!  I never totally outgrew video games so I know a bit about ‘em and from a parent perspective,0
606,2060,NOT,kinda sleepy kinda not,0
607,1610,NEG,did yg just tell ryujin to lose weight stfu with your sweaty pedophilic old ass,1
608,4546,NOT,"This album is nice so far, a good successor to The Red, I'm glad they got a better Velvet album",0
609,1031,NEG,smh what a shame,1
610,711,NOT,@bidibidibambamm @TheFunRun Naw I’m with iPhone tbh,0
611,1342,NOT,"When I show you a picture on my iPhone, you're allowed one swipe in either direction before I have a freak out.",0
612,3720,NOT,Blue Valley North vs Derby for the 6A State Championship. Who ya got? @jimthejam,0
613,1500,NEG,I literally feel like I'm about to chuck this phone through the fucking wall. #iPhoneX,1
614,2555,NEG,nobody wanna go eat breakfast with me :(,1
615,3368,NOT,Y’all don’t know what a good movie is lol 😝,0
616,4135,NOT,The iPhone X...,0
617,3486,NEG,if i have to see mallow cooking one more fucking time i swear to god,1
618,771,NOT,@AriRussell I’ll be at the LA City Championship thinking about my Canes.,0
619,1585,NOT,"20 followers to 500. Follow if you ever are looking for NFL/NBA DFS help, free lineups, or just want to see who we're playing to get ideas!",0
620,99,NOT,Hustle &amp; flow really my favorite movie. Shit motivational af,0
621,3756,NOT,Broooo i jus might go back to being vegetarian cuz 😷🤕,0
622,3337,NEG,"Um...early returns on Louisville basketball do not look great. Defense is, um, lacking.",1
623,2368,NOT,"The school isn't in my coverage area so I can't write it, but someone, PLEASE do a feature on Venice High Football's Official Rap Partner",0
624,1368,NEG,I was on trying to order my S8+ but it seems like Apple really hates android. Wouldn’t let me checkout.,1
625,2883,NEG,@ForgottenKeySE Aww no ability to change which stick moves and which looks? Going to have to request a refund from the Xbox store 😖🙁🙁🙁,1
626,2218,NEG,"Hot take: if you refer to a professionally athlete simply by their number, not their name, I hate your tweet.",1
627,2196,NEG,I brought mcdonald's chicken nuggets to a function and the bouncer looked through my purse and started laughing at me lmaoo i hate myself,1
628,4187,NOT,@Ink625 go out and buy food anyway. better yet steal food steal all of the food,0
629,2138,NEG,Folks really need to google or do a face search on tweets before they RT them....SMH,1
630,2429,NEG,You know what was a waste of time watching?? The OA. 💀💀💀,1
631,3352,NEG,Got the iPhone X and I already hate it,1
632,21,NEG,oh fuck its 6am oh no nono why what did i do,1
633,1109,NEG,CALLER: What’s your favorite scary movie?<br/><br/>ME: The Care Bears<br/><br/>CALLER: What?<br/><br/>ME: Th-the part where… [crying] <br/><br/>CALLER: Dude… are you OK?,1
634,799,NEG,@Spidology @gu6zi @xTwiin_ Then get an Xbox One stupid bitch,1
635,3115,NOT,I love taking food to my uncle at work. He's so appreciative and it makes me happy,0
636,1457,NEG,i really am panicking tbh my house isnt that big and i really dont got money for more food i fucked up lol,1
637,2219,NEG,i just remembered That Scene™️ with mike n hopper and got so sad,1
638,2673,NEG,Y'all pray for me ain't nothing wrong I just have to come into the office today and tomoro to train someone lol no work from home today 😐,1
639,4363,NEG,Please let this football season end quickly!!!! Poor pigs....can Hogs score 14pts???? #wps 🐗🏈<br/><br/>G🏀 Mike Anderson!! #WPS,1
